64.0127,42.4435,4,0.7982,5.1601,11503,11503,51.06516187,-114.144868,45.7342,0,2,16.6244,-9.2837,-9.2837,21.0852,0,0,0
63.9011,42.2682,4,0.8485,4.9196,12003,12003,51.06516015,-114.1448668,48.618,0,2,15.2723,-8.0793,-8.0793,19.8762,0,0,0
63.6229,42.2287,4,0.727,3.7506,12503,12503,51.06515788,-114.1448686,41.6567,0,-1,9.3923,-3.4549,-3.4549,14.0986,0,0,0
63.3971,42.1871,4,1.02,3.8166,13003,13003,51.06515599,-114.1448699,58.4391,0,0,9.6794,-3.892,-3.892,13.7671,0,0,0
63.1451,42.2747,4,1.1734,3.6537,13503,13503,51.06515455,-114.144873,67.2329,0,-2,8.9134,-3.5755,-3.5755,12.4988,0,0,0
62.75,42.35,4,1.4598,3.6057,14003,14003,51.06515198,-114.144877,83.6421,0,-1,8.7594,-3.5209,-3.5209,11.8912,0,0,0
62.2201,42.3274,4,1.8312,3.5715,14503,14503,51.06514792,-114.144881,104.918,0,2,8.6222,-3.4828,-3.4828,11.5143,0,0,0
61.7954,42.2478,4,2.1668,3.553,15003,15003,51.06514435,-114.1448834,124.1472,0,-2,8.4836,-3.4963,-3.4963,11.3569,0,0,0
60.6557,42.3133,4,2.2128,2.8249,15503,15503,51.06513618,-114.1448933,126.7836,0,1,6.7375,-1.1013,-1.1013,7.4456,0,0,0
60.3213,42.332,4,2.308,3.1459,16003,16003,51.06513378,-114.1448962,132.2403,0,4,8.8985,-1.2333,-1.2333,8.4343,0,0,0
